projectID,lakeID,siteName,dateSample,dateTimeSample,depthClass,depthTop,depthBottom,subsampleClass,subsampleDateTime,runID,runDate,replicate,metadataID,prefix,suffix,runName,comments,substrate,antibiotics
antibioticTrial-4Feb2020,NA,NA,2/14/20,2/14/20 0:00,NA,NA,NA,air,2/14/20 0:00,run20021401,2/14/20,1,gc180508,1,20021401,1_20021401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/14/20,2/14/20 0:00,NA,NA,NA,standard034,2/14/20 0:00,run20021401,2/14/20,1,gc180508,2,20021401,2_20021401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/14/20,2/14/20 0:00,NA,NA,NA,standard035,2/14/20 0:00,run20021401,2/14/20,1,gc180508,3,20021401,3_20021401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/14/20,2/14/20 0:00,NA,NA,NA,standard036,2/14/20 0:00,run20021401,2/14/20,1,gc180508,4,20021401,4_20021401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/14/20,2/14/20 0:00,NA,NA,NA,standard037,2/14/20 0:00,run20021401,2/14/20,1,gc180508,5,20021401,5_20021401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/14/20,2/14/20 0:00,NA,NA,NA,standard038,2/14/20 0:00,run20021401,2/14/20,1,gc180508,6,20021401,6_20021401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/14/20,2/14/20 0:00,NA,NA,NA,air,2/14/20 0:00,run20021401,2/14/20,2,gc180508,7,20021401,7_20021401,NA,NA,NA
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,1,gc180508,8,20021401,8_20021401,NA,control,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,2,gc180508,9,20021401,9_20021401,NA,control,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,3,gc180508,10,20021401,10_20021401,NA,control,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,4,gc180508,11,20021401,11_20021401,NA,control,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,1,gc180508,12,20021401,12_20021401,NA,algal,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,2,gc180508,13,20021401,13_20021401,NA,algal,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,3,gc180508,14,20021401,14_20021401,NA,algal,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,4,gc180508,15,20021401,15_20021401,NA,algal,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,1,gc180508,16,20021401,16_20021401,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,2,gc180508,17,20021401,17_20021401,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,3,gc180508,18,20021401,18_20021401,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,4,gc180508,19,20021401,19_20021401,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,1,gc180508,20,20021401,20_20021401,NA,algal,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,2,gc180508,21,20021401,21_20021401,NA,algal,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,3,gc180508,22,20021401,22_20021401,NA,algal,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/14/20 11:40,run20021401,2/14/20,4,gc180508,23,20021401,23_20021401,NA,algal,antibiotics
antibioticTrial-4Feb2020,NA,NA,2/14/20,2/14/20 0:00,NA,NA,NA,air,2/14/20 0:00,run20021401,2/14/20,3,gc180508,24,20021401,24_20021401,NA,NA,NA
