projectID,lakeID,siteName,dateSample,dateTimeSample,depthClass,depthTop,depthBottom,subsampleClass,subsampleDateTime,runID,runDate,replicate,metadataID,prefix,suffix,runName,comments,substrate,antibiotics
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,air,2/24/20 0:00,run20022401,2/24/20,1,gc180508,1,20022401,1_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard034,2/24/20 0:00,run20022401,2/24/20,1,gc180508,2,20022401,2_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard035,2/24/20 0:00,run20022401,2/24/20,1,gc180508,3,20022401,3_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard036,2/24/20 0:00,run20022401,2/24/20,1,gc180508,4,20022401,4_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard037,2/24/20 0:00,run20022401,2/24/20,1,gc180508,5,20022401,5_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard038,2/24/20 0:00,run20022401,2/24/20,1,gc180508,6,20022401,6_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,air,2/24/20 0:00,run20022401,2/24/20,2,gc180508,7,20022401,7_20022401,NA,NA,NA
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,1,gc180508,8,20022401,8_20022401,NA,control,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,2,gc180508,9,20022401,9_20022401,NA,control,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,3,gc180508,10,20022401,10_20022401,NA,control,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,4,gc180508,11,20022401,11_20022401,NA,control,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,1,gc180508,12,20022401,12_20022401,NA,algal,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,2,gc180508,13,20022401,13_20022401,NA,algal,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,3,gc180508,14,20022401,14_20022401,NA,algal,control
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,4,gc180508,15,20022401,15_20022401,NA,algal,control
